CÓDIGO,UNIDADE,TÍTULO,ÁREA DE CONHECIMENTO,VINCULAÇÃO,FINANCIADO,PASSA POR COMITÊ,PARTICIPAÇÃO,STATUS,DATA DE CADASTRO,PERÍODO DE VIGÊNCIA,Unnamed: 11
PI05779-2023,FACULDADE DE ENGENHARIA DA UFCAT,INVENTÁRIO DE EMISSÕES DE GASES DE EFEITO ESTUFA E PROPOSTAS DE MELHORIA EM UMA INDÚSTRIA AGRÍCOLA,Engenharias - Engenharia de Produção,Tipo de vínculo desconhecido,sim,não,"ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), CARLOS ANTONIO RIBEIRO DUARTE (DOCENTE - Colaborador), GEORGIA ALVES DA SILVA (DISCENTE - Colaborador), IAGO FERREIRA LIMA (SERVIDOR - Colaborador), MAURY FERREIRA (EXTERNO - Colaborador)",EM ANDAMENTO,10/05/2023,10/05/2023 a 31/12/2025,
PI05805-2023,FACULDADE DE ENGENHARIA DA UFCAT,CARACTERIZAÇÃO DO GRAFENO DE MENOR PUREZA E SUA APLICAÇÃO NA COMPOSIÇÃO DO CONCRETO,Engenharias - Engenharia Civil,Tipo de vínculo desconhecido,não,não,"ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), EMANNUELA BALIANA GAMA (DISCENTE - Colaborador), GABRIEL DOS ANJOS COSTA (DISCENTE - Colaborador), GABRIEL DOS SANTOS GONTIJO (DISCENTE - Colaborador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Colaborador), SERGIO HENRIQUE FERNANDES MUNDIM (SERVIDOR - Colaborador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Vice-coodernador)",EM ANDAMENTO (Documentos Conferidos),22/06/2023,22/06/2023 a 31/12/2025,
PI05806-2023,FACULDADE DE ENGENHARIA DA UFCAT,"MONITORAMENTO, IDENTIFICAÇÃO DE ILHAS DE CALOR E MEDIDAS MITIGATÓRIAS DOS IMPACTOS NEGATIVOS DA TEMPERATURA NO CAMPUS I DA UNIVERSIDADE FEDERAL DE CATALÃO","Engenharias - Engenharia Civil - Estruturas, Engenharias - Engenharia de Transportes - Planejamento de Transportes - Planejamento e Organização do Sistema de Transporte, Ciências Sociais Aplicadas - Planejamento Urbano e Regional - Métodos e Técnicas do Planejamento Urbano e Regional",Tipo de vínculo desconhecido,não,não,"ANA PAULA STOPPA RABELO (EXTERNO - Colaborador), ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), GUILHERME OTAVIO SOUZA CASTAGNOLI QUEIROZ (DISCENTE - Colaborador), ISABELA SOARES OLIVEIRA E SILVA (EXTERNO - Colaborador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Vice-coodernador), MARIA HELENA OLIVEIRA DE SOUZA (DISCENTE - Colaborador), MURILLO HENRIQUE DE AQUINO SANTOS (EXTERNO - Colaborador), NICOLAS ANDERSON COSTA (EXTERNO - Colaborador), PEDRO VITOR MENDES (DISCENTE - Colaborador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Colaborador)",EM ANDAMENTO (Documentos Conferidos),13/07/2023,26/06/2023 a 31/12/2025,
PI05769-2023,FACULDADE DE ENGENHARIA DA UFCAT,Smart e Green Buildings: Inspeção e Monitoramento da Eficiência Energética e de Processos através de Sensores,"Engenharias - Engenharia Elétrica - Medidas Elétricas, Magnéticas e Eletrônicas  Instrumentação - Instrumentação Eletrônica, Engenharias - Engenharia Mecânica - Fenômenos de Transporte - Transferência de Calor, Engenharias - Engenharia de Produção - Engenharia do Produto - Desenvolvimento de Produto",Tipo de vínculo desconhecido,não,não,"BRUNO FURTADO DE MOURA (DOCENTE - Coordenador), MARCO PAULO GUIMARAES (DOCENTE - Colaborador), MARIANA DE OLIVEIRA (DISCENTE - Colaborador), RHAYSSA ROBERTA GUIMARAES (DISCENTE - Colaborador), RICARDO RIBEIRO MOURA (DOCENTE - Colaborador)",EM ANDAMENTO (Documentos Conferidos),04/05/2023,01/06/2023 a 31/12/2026,
PI05854-2023,FACULDADE DE ENGENHARIA DA UFCAT,Modelagem computacional e análise experimental aplicada a metalurgia de cordões de solda,"Engenharias - Engenharia Mecânica - Fenômenos de Transporte - Transferência de Calor, Engenharias - Engenharia Mecânica - Processos de Fabricação - Processos de Fabricação, Seleção Econômica",Tipo de vínculo desconhecido,sim,não,"ANDRE ALVES DE RESENDE (DOCENTE - Vice-coodernador), CARLOS ANTONIO RIBEIRO DUARTE (DOCENTE - Coordenador)",EM ANDAMENTO,26/04/2024,28/12/2023 a 31/12/2027,
PI05771-2023,FACULDADE DE ENGENHARIA DA UFCAT,ANÁLISE DO SISTEMA DE DRENAGEM URBANA DO  MUNICÍPIO DE CATALÃO E SIMULAÇÃO DE IMPLANTAÇÃO DE TÉCNICAS  COMPENSATÁRIAS PARA CONTROLE DO ESCOAMENTO SUPERFICIAL,Engenharias - Engenharia Civil - Engenharia Hidráulica - Hidráulica,Tipo de vínculo desconhecido,não,sim,"DAIANE DE FREITAS SILVA (DISCENTE - Colaborador), ELIANE APARECIDA JUSTINO (DOCENTE - Coordenador), GUSTAVO BORGES ARAÚJO (DISCENTE - Colaborador)",AGUARDANDO CEP/CEUA/CBIO,05/05/2023,05/05/2023 a 05/05/2025,
PI05775-2023,FACULDADE DE ENGENHARIA DA UFCAT,ANÁLISE DO SISTEMA DE DRENAGEM URBANA DO MUNICÍPIO DE CATALÃO E SIMULAÇÃO DE IMPLANTAÇÃO DE TÉCNICAS COMPENSATÁRIAS PARA CONTROLE DO ESCOAMENTO SUPERFICIAL,Engenharias - Engenharia Civil - Engenharia Hidráulica - Hidráulica,Tipo de vínculo desconhecido,não,não,"DAIANE DE FREITAS SILVA (DISCENTE - Colaborador), ELIANE APARECIDA JUSTINO (DOCENTE - Coordenador), GUSTAVO BORGES ARAÚJO (DISCENTE - Colaborador)",EM ANDAMENTO (Documentos Conferidos),08/05/2023,05/05/2023 a 05/05/2025,
PI05808-2023,FACULDADE DE ENGENHARIA DA UFCAT,Gerenciamento de medidas disciplinares e requisição de EPIs utilizando ferramentas de low-code e Business Intelligence and Analytics,"Engenharias - Engenharia de Produção - Gerência de Produção - Planejamento, Projeto e Controle de Sistemas de Produção, Engenharias - Engenharia de Produção - Gerência de Produção - Higiene e Segurança do Trabalho",Tipo de vínculo desconhecido,sim,não,"ALINE GONCALVES DOS SANTOS (DOCENTE - Vice-coodernador), DANILO FERNANDES ALBERNAZ (DISCENTE - Colaborador), GABRIEL DE MATOS MORAIS DA CONCEICAO (DISCENTE - Colaborador), LAZARO ANTONIO DA FONSECA JUNIOR (DOCENTE - Coordenador), LEONARDO LOPES SARDINHA (DISCENTE - Colaborador)",EM ANDAMENTO,12/07/2023,01/08/2023 a 31/12/2026,
PI05817-2023,FACULDADE DE ENGENHARIA DA UFCAT,APOIO AO PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO (PPGEP) PARA REALIZAÇÃO DE SUAS ATIVIDADES,Engenharias - Engenharia de Produção,Tipo de vínculo desconhecido,sim,não,"ALINE GONCALVES DOS SANTOS (DOCENTE - Colaborador), ANA PAULA COELHO DIAS (DISCENTE - Colaborador), ANDRE ALVES DE RESENDE (DOCENTE - Colaborador), ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Colaborador), BRUNO FURTADO DE MOURA (DOCENTE - Colaborador), CARLOS ANTONIO RIBEIRO DUARTE (DOCENTE - Vice-coodernador), DEIVID MARQUES NUNES (DOCENTE - Colaborador), GUILHERME VIRIATO LEAL (DISCENTE - Colaborador), IAGO FERREIRA LIMA (SERVIDOR - Colaborador), MARCO PAULO GUIMARAES (DOCENTE - Coordenador), MARCOS NAPOLEAO RABELO (DOCENTE - Colaborador), NUBIA ROSA DA SILVA GUIMARAES (DOCENTE - Colaborador), STELLA JACYSZYN BACHEGA (DOCENTE - Colaborador), TERCIO ALBERTO DOS SANTOS FILHO (DOCENTE - Colaborador)",EM ANDAMENTO,17/10/2023,04/10/2023 a 03/10/2025,
PI05749-2023,FACULDADE DE ENGENHARIA DA UFCAT,Manufatura Aditiva como base no Desenvolvimento de Produtos e Processos,"Engenharias - Engenharia de Materiais e Metalúrgica - Materiais Não-Metálicos - Polímeros, Aplicações, Engenharias - Engenharia Mecânica - Processos de Fabricação - Processos de Fabricação, Seleção Econômica, Engenharias - Engenharia de Produção - Engenharia do Produto",Tipo de vínculo desconhecido,não,não,"BRUNO FURTADO DE MOURA (DOCENTE - Colaborador), MARCELO HENRIQUE STOPPA (DOCENTE - Vice-coodernador), MARCO PAULO GUIMARAES (DOCENTE - Colaborador), RICARDO RIBEIRO MOURA (DOCENTE - Coordenador)",EM ANDAMENTO (Documentos Conferidos),11/03/2023,01/02/2023 a 30/09/2027,
PI05820-2023,FACULDADE DE ENGENHARIA DA UFCAT,DIFUSÃO DA PESQUISA NO CONTEXTO DO PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA CIVIL (PPGEC),Engenharias - Engenharia Civil,Tipo de vínculo desconhecido,sim,não,"ANELIZABETE ALVES TEIXEIRA (EXTERNO - Colaborador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Colaborador), ED CARLO ROSA PAIVA (DOCENTE - Vice-coodernador), ELIANE APARECIDA JUSTINO (DOCENTE - Colaborador), ENIO JOSÉ PAZINI FIGUEIREDO (EXTERNO - Colaborador), GABRIELA REZENDE FERNANDES (DOCENTE - Colaborador), HEBER MARTINS DE PAULA (DOCENTE - Colaborador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Colaborador), RICARDO PRADO ABREU REIS (EXTERNO - Colaborador), ROMES ANTONIO BORGES (DOCENTE - Colaborador), WANDERLEI MALAQUIAS PEREIRA JUNIOR (DOCENTE - Colaborador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Coordenador)",EM ANDAMENTO,20/11/2023,01/01/2023 a 31/12/2025,
PI05818-2023,FACULDADE DE ENGENHARIA DA UFCAT,Análise de dados do despacho eletrônico para otimização da frota de transporte,Engenharias - Engenharia de Minas,Tipo de vínculo desconhecido,não,não,"ALCIDES ELOY CANO NUNEZ (DOCENTE - Colaborador), LEANDRO DE VILHENA COSTA (DOCENTE - Coordenador)",EM ANDAMENTO (Documentos Conferidos),11/10/2023,10/10/2023 a 10/10/2026,
PI05656-2022,FACULDADE DE ENGENHARIA DA UFCAT,MAPEAMENTO DO FLUXO DE VALOR DE UMA LINHA DE PRODUÇÃO DE PULVERIZADORES AGRÍCOLAS,Engenharias - Engenharia de Produção,Tipo de vínculo desconhecido,sim,não,"ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), DANILO FERNANDES ALBERNAZ (DISCENTE - Colaborador), JOAO LUCAS FALEIRO CUNHA (DISCENTE - Colaborador), JULLIANA PEREIRA DA CUNHA (EXTERNO - Colaborador), KALED REZENDE E SILVA (DISCENTE - Colaborador), MARCUS VINICIUS TRABOLD NICACIO (EXTERNO - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,10/02/2022,08/02/2022 a 31/12/2022,
PI05660-2022,FACULDADE DE ENGENHARIA DA UFCAT,Desempenho da nefelina sienito como remineralizador de solo,"Engenharias - Engenharia de Minas, Ciências Agrárias - Agronomia - Ciência do Solo - Fertilidade do Solo e Adubação",Tipo de vínculo desconhecido,sim,não,"ANTONIO NILSON ZAMUNER FILHO (DOCENTE - Coordenador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Vice-coodernador), CIBELE TUNUSSI (DOCENTE - Colaborador), FLORENCA DAS GRACAS MOURA (SERVIDOR - Colaborador), MARIA LUIZA CARNEIRO (DISCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,24/02/2022,01/03/2022 a 28/02/2023,
PI05687-2022,FACULDADE DE ENGENHARIA DA UFCAT,Monitoramento quali-quantitativo de recursos hídricos e balanço hídrico do solo no município de Catalão (GO),"Engenharias - Engenharia Civil - Engenharia Hidráulica, Ciências Agrárias - Agronomia - Agrometeorologia, Ciências Agrárias - Engenharia Agrícola - Engenharia de Água e Solo",Tipo de vínculo desconhecido,não,não,"ANTOVER PANAZZOLO SARMENTO (DOCENTE - Coordenador), RAFAEL DE AVILA RODRIGUES (DOCENTE - Colaborador), SERGIO HENRIQUE FERNANDES MUNDIM (SERVIDOR - Colaborador)",EM ANDAMENTO (Documentos Conferidos),10/05/2022,01/01/2022 a 31/12/2026,
PI05688-2022,FACULDADE DE ENGENHARIA DA UFCAT,Construção sustentável: análises experimentais e aprendizado de máquinas,"Ciências Exatas e da Terra - Probabilidade e Estatística - Probabilidade e Estatística Aplicadas, Engenharias - Engenharia Civil - Construção Civil",Tipo de vínculo desconhecido,não,sim,"ANTOVER PANAZZOLO SARMENTO (DOCENTE - Coordenador), ED CARLO ROSA PAIVA (DOCENTE - Colaborador), ELIANE APARECIDA JUSTINO (DOCENTE - Colaborador), ENIO JOSÉ PAZINI FIGUEIREDO (EXTERNO - Colaborador), SERGIO HENRIQUE FERNANDES MUNDIM (SERVIDOR - Colaborador), WANDERLEI MALAQUIAS PEREIRA JUNIOR (DOCENTE - Vice-coodernador)",AGUARDANDO CEP/CEUA/CBIO,10/05/2022,01/01/2022 a 31/12/2026,
PI05689-2022,FACULDADE DE ENGENHARIA DA UFCAT,Uso de tecnologias no monitoramento e modelagem de dados climáticos: finalidade agrícola e eventos extremos,"Ciências Exatas e da Terra - Geociências - Meteorologia - Instrumentação Meteorológica, Ciências Agrárias - Agronomia - Agrometeorologia, Ciências Agrárias - Engenharia Agrícola - Engenharia de Água e Solo - Conservação de Solo e Água",Tipo de vínculo desconhecido,não,não,"ANTOVER PANAZZOLO SARMENTO (DOCENTE - Coordenador), RAFAEL DE AVILA RODRIGUES (DOCENTE - Colaborador), RITA DE CASSIA PEDROSA SANTOS (DOCENTE - Colaborador), WALTER ALBERGARIA JÚNIOR (DISCENTE - Colaborador), WANDERLEI MALAQUIAS PEREIRA JUNIOR (DOCENTE - Vice-coodernador)",EM ANDAMENTO (Documentos Conferidos),10/05/2022,01/01/2022 a 31/12/2026,
PI05691-2022,FACULDADE DE ENGENHARIA DA UFCAT,"Ferramentas estatísticas, inteligência computacional e técnicas de otimização aplicados em investimentos, engenharia e sustentabilidade","Ciências Exatas e da Terra - Probabilidade e Estatística - Probabilidade e Estatística Aplicadas, Engenharias - Engenharia Civil, Ciências Sociais Aplicadas - Economia",Tipo de vínculo desconhecido,não,não,"ANA LARISSA DAL PIVA ARGENTA (DOCENTE - Colaborador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Coordenador), IANDRA DE ALMEIDA CORRÊA E SILVA (DISCENTE - Colaborador), JULIANA ROSA SIDNEI (DISCENTE - Colaborador), MARIA JOSE PEREIRA DANTAS (EXTERNO - Colaborador), WANDERLEI MALAQUIAS PEREIRA JUNIOR (DOCENTE - Vice-coodernador)",EM ANDAMENTO (Documentos Conferidos),10/05/2022,01/01/2022 a 31/12/2026,
PI05695-2022,FACULDADE DE ENGENHARIA DA UFCAT,Construção sustentável: análises experimentais e aprendizado de máquinas,"Ciências Exatas e da Terra - Probabilidade e Estatística, Engenharias - Engenharia Civil - Construção Civil",Tipo de vínculo desconhecido,não,não,"ANTOVER PANAZZOLO SARMENTO (DOCENTE - Coordenador), ED CARLO ROSA PAIVA (DOCENTE - Colaborador), ELIANE APARECIDA JUSTINO (DOCENTE - Colaborador), ENIO JOSÉ PAZINI FIGUEIREDO (EXTERNO - Colaborador), HEBER MARTINS DE PAULA (DOCENTE - Colaborador), SERGIO HENRIQUE FERNANDES MUNDIM (SERVIDOR - Colaborador), WANDERLEI MALAQUIAS PEREIRA JUNIOR (DOCENTE - Vice-coodernador)",EM ANDAMENTO (Documentos Conferidos),11/05/2022,01/01/2022 a 31/12/2026,
PI05716-2022,FACULDADE DE ENGENHARIA DA UFCAT,Aloteritas: Usos na construção civil,"Engenharias - Engenharia Civil - Construção Civil, Engenharias - Engenharia Sanitária",Tipo de vínculo desconhecido,sim,não,"ADRIELY CRISTINE MARTINS FERNANDES (DISCENTE - Colaborador), ANTOVER PANAZZOLO SARMENTO (DOCENTE - Coordenador), ELIANE APARECIDA JUSTINO (DOCENTE - Colaborador), GABRIELA ALVES DE LIMA (DISCENTE - Colaborador), HEBER MARTINS DE PAULA (DOCENTE - Colaborador), ISADORA RAMOS DA SILVA (DISCENTE - Colaborador), MATHEUS SOUSA NETO (DISCENTE - Colaborador), SARAH PEREIRA BATISTA (DISCENTE - Colaborador), STEFANI FIDELIS TENORIO DE ALBUQUERQUE (DISCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,12/08/2022,01/09/2022 a 01/12/2023,
PI05697-2022,FACULDADE DE ENGENHARIA DA UFCAT,USO DE NANOPARTÍCULAS DE QUITOSONA COMO REAGENTE DE FLOTAÇÃO EM TUBO HALLIMOND MODIFICADO,Engenharias - Engenharia de Minas - Tratamento de Minérios - Métodos de Concentração e Enriquecimento de Minérios,Tipo de vínculo desconhecido,não,não,ERWIN FRANCISCO TOCHTROP JUNIOR (DOCENTE - Coordenador),FINALIZADO E AGUARDANDO PUBLICAÇÃO,16/05/2022,01/06/2022 a 30/06/2024,
PI05655-2022,FACULDADE DE ENGENHARIA DA UFCAT,Métodos Analíticos em Caracterização Mineral,"Ciências Exatas e da Terra - Geociências - Geologia - Mineralogia, Engenharias - Engenharia de Minas",Tipo de vínculo desconhecido,não,não,"ARTHUR BERGAMINI (DISCENTE - Colaborador), FLORENCA DAS GRACAS MOURA (SERVIDOR - Colaborador), HENRIQUE SENNA DINIZ PINTO (DOCENTE - Coordenador)",EM ANDAMENTO (Documentos Conferidos),03/02/2022,03/02/2022 a 31/12/2025,
PI05732-2022,FACULDADE DE ENGENHARIA DA UFCAT,Investigação de vigas alveolares mistas de aço-concreto com lajes em CRF e CARRF,Engenharias - Engenharia Civil - Estruturas - Mecânica das Estruturas,Tipo de vínculo desconhecido,sim,não,"CARLOS HUMBERTO MARTINS (EXTERNO - Colaborador), DANNILO CARVALHO BORGES (DISCENTE - Colaborador), GABRIELA REZENDE FERNANDES (DOCENTE - Vice-coodernador), GEOVANA ALVES RIBEIRO (DISCENTE - Colaborador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Coordenador)",EM ANDAMENTO,04/12/2022,05/12/2022 a 04/12/2025,
PI05905-2022,FACULDADE DE ENGENHARIA DA UFCAT, Centro Multiusuário de Pesquisas e Inovação Científicas da UFCAT (CEMPI_UFCAT),"Ciências Exatas e da Terra - Física, Engenharias - Engenharia Civil - Estruturas, Linguística, Letras e Artes - Lingüística",Tipo de vínculo desconhecido,sim,não,"DOMINGOS LOPES DA SILVA JUNIOR (DOCENTE - Colaborador), GABRIELA REZENDE FERNANDES (DOCENTE - Colaborador), JOSE JULIO DE CERQUEIRA PITUBA (DOCENTE - Coordenador), MAGDA VALERIA DA SILVA (DOCENTE - Colaborador), MARIA FERNANDA DO CARMO GURGEL (DOCENTE - Colaborador), MARIA HELENA DE PAULA (DOCENTE - Colaborador), PAULO HENRIQUE SILVA AZEVEDO (SERVIDOR - Colaborador), SAMUEL WANBERG LOURENCO NERY (SERVIDOR - Colaborador), THIAGO ALVES DE QUEIROZ (DOCENTE - Colaborador)",PENDENTE COORDENADORIA PESQUISA,23/11/2024,22/10/2022 a 21/10/2025,
PI05705-2022,FACULDADE DE ENGENHARIA DA UFCAT,Aplicação de ferramentas de Business Intelligence para a otimização de processos,"Engenharias - Engenharia de Produção - Gerência de Produção - Planejamento, Projeto e Controle de Sistemas de Produção",Tipo de vínculo desconhecido,sim,não,"ALINE GONCALVES DOS SANTOS (DOCENTE - Vice-coodernador), BIANCA DIAS DA SILVA (EXTERNO - Colaborador), DANIEL ALEJANDRO MANTILLA GOMEZ (DISCENTE - Colaborador), DANILO FERNANDES ALBERNAZ (DISCENTE - Colaborador), ELAINE PINTO SILVA PACHECO (DISCENTE - Colaborador), FERNANDA DA SILVA BORGES (DISCENTE - Colaborador), IURI LESSA SARDINHA DA SILVA (DISCENTE - Colaborador), LAZARO ANTONIO DA FONSECA JUNIOR (DOCENTE - Coordenador), LUCAS AURÉLIO POLICENA MAURO (DISCENTE - Colaborador), NATHALIA DA SILVA (DISCENTE - Colaborador)",FINALIZADO E AGUARDANDO PUBLICAÇÃO,17/06/2022,18/07/2022 a 18/11/2022,
PI05724-2022,FACULDADE DE ENGENHARIA DA UFCAT,APLICAÇÕES DE BIOENGENHARIA E MATERIAIS GEOSSINTÉTICOS NA CONTENÇÃO DE PROCESSOS EROSIVOS: REDUÇÃO SUSTENTÁVEL DE IMPACTOS AO AMBIENTE CONSTRUÍDO,Engenharias - Engenharia Civil - Geotécnica - Mecânicas dos Solos,Tipo de vínculo desconhecido,não,não,"DEBORA PRADO VASCONCELOS MELO (DISCENTE - Colaborador), ISABELLA COSTA ROLDAO SILVA (DISCENTE - Colaborador), MACIEL JULIO DE SOUZA HONORIO (DISCENTE - Colaborador), MARIA SIMONE DE JESUS SILVA (DISCENTE - Colaborador), MARIA TEREZA DA SILVA MELO (DOCENTE - Coordenador), MATHEUS SOUSA NETO (DISCENTE - Colaborador), THIAGO AUGUSTO MENDES (EXTERNO - Colaborador)",EM ANDAMENTO (Documentos Conferidos),05/11/2022,07/11/2022 a 07/11/2026,
PI05665-2022,FACULDADE DE ENGENHARIA DA UFCAT,Padrões de concorrência e competitividade da agroindústria brasileira ,Ciências Sociais Aplicadas - Economia - Economia Internacional - Relações do Comércio  Política Comercial  Integração Econômica,Tipo de vínculo desconhecido,não,não,SILVIA PARREIRA TANNUS (DOCENTE - Coordenador),FINALIZADO E AGUARDANDO PUBLICAÇÃO,14/03/2022,14/03/2022 a 31/12/2024,
PI05720-2022,FACULDADE DE ENGENHARIA DA UFCAT,Simulação no contexto da Indústria 4.0,Engenharias - Engenharia de Produção - Pesquisa Operacional,Tipo de vínculo desconhecido,não,não,"ANA LARISSA DA SILVA MONTEIRO (DISCENTE - Colaborador), DALTON MATSUO TAVARES (DOCENTE - Vice-coodernador), STELLA JACYSZYN BACHEGA (DOCENTE - Coordenador)",EM ANDAMENTO (Documentos Conferidos),01/09/2022,29/08/2022 a 31/12/2027,
PI05644-2022,FACULDADE DE ENGENHARIA DA UFCAT,ELABORAÇÃO DE UM APLICATIVO PARA MELHORIA DO CONTROLE DE QUALIDADE NA ENTREGA DE APARTAMENTOS DE UMA EDIFICAÇÃO RESIDENCIAL,Engenharias - Engenharia Civil - Construção Civil - Processos Construtivos,Tipo de vínculo desconhecido,sim,não,"ANTOVER PANAZZOLO SARMENTO (DOCENTE - Vice-coodernador), LUIZ RODRIGUES NIZ (EXTERNO - Colaborador), MARCOS NAPOLEAO RABELO (DOCENTE - Colaborador), WANDERLEI MALAQUIAS PEREIRA JUNIOR (DOCENTE - Coordenador), WEMERSON FRANCISCO BARBOSA DE ALMEIDA (EXTERNO - Colaborador)",FINALIZADO,18/11/2021,01/01/2022 a 31/12/2022,
PI05721-2022,FACULDADE DE ENGENHARIA DA UFCAT,ESTUDO DE SISTEMAS DE SUPORTE A À DECISÃO PARA GERENCIAMENTO À PRODUÇÃO,Engenharias - Engenharia de Produção - Gerência de Produção - Garantia de Controle de Qualidade,Tipo de vínculo desconhecido,sim,não,"MARCOS NAPOLEAO RABELO (DOCENTE - Colaborador), WANDERLEI MALAQUIAS PEREIRA JUNIOR (DOCENTE - Coordenador)",FINALIZADO,29/09/2022,01/10/2022 a 01/10/2023,
PI05737-2022,FACULDADE DE ENGENHARIA DA UFCAT,ANÁLISE ESTRUTURAL DE VIGAS DE AÇO CASTELADAS UTILIZANDO MÉTODOS DE OTIMIZAÇÃO: UMA PROPOSTA DE NOVA GEOMETRIA DE ABERTURA,Engenharias - Engenharia Civil - Estruturas - Estruturas de Concreto,Tipo de vínculo desconhecido,não,não,"ELTON BRASIL LINHARES (DISCENTE - Colaborador), MARCOS HONORATO DE OLIVEIRA (EXTERNO - Vice-coodernador), THALES NATAN RODRIGUES DE BESSA (DISCENTE - Colaborador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Coordenador)",EM ANDAMENTO (Documentos Conferidos),31/12/2022,01/01/2022 a 01/01/2027,
PI05738-2022,FACULDADE DE ENGENHARIA DA UFCAT,ANÁLISE ESTRUTURAL DE VIGAS DE AÇO CASTELADAS UTILIZANDO MÉTODOS DE OTIMIZAÇÃO: UMA PROPOSTA DE NOVA GEOMETRIA DE ABERTURA,Engenharias - Engenharia Civil - Estruturas - Estruturas Metálicas,Tipo de vínculo desconhecido,não,não,"LUIS AUGUSTO LARA VALENCIA (EXTERNO - Colaborador), MARCOS HONORATO DE OLIVEIRA (EXTERNO - Vice-coodernador), RAFAEL PEREIRA (DISCENTE - Colaborador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Coordenador)",EM ANDAMENTO (Documentos Conferidos),30/01/2023,01/01/2022 a 01/01/2027,
PI05739-2022,FACULDADE DE ENGENHARIA DA UFCAT,ANÁLISE NUMÉRICA DE PONTES RODOVIÁRIAS BASEADA EM DADOS EXPERIMENTAIS,Engenharias - Engenharia Civil - Estruturas - Estruturas de Concreto,Tipo de vínculo desconhecido,não,não,"LUIS AUGUSTO LARA VALENCIA (EXTERNO - Colaborador), MARCOS HONORATO DE OLIVEIRA (EXTERNO - Vice-coodernador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Coordenador)",EM ANDAMENTO (Documentos Conferidos),31/12/2022,01/01/2022 a 01/01/2027,
PI05740-2022,FACULDADE DE ENGENHARIA DA UFCAT,MODELAGEM NUMÉRICA DE VIGAS DE CONCRETO ARMADO REFORÇADAS À FLEXÃO COM PRFC PELO MÉTODO NEAR SURFACE MOUNTED (NSM),Engenharias - Engenharia Civil - Estruturas - Estruturas de Concreto,Tipo de vínculo desconhecido,não,não,"ELTON BRASIL LINHARES (DISCENTE - Colaborador), LUIS AUGUSTO LARA VALENCIA (EXTERNO - Colaborador), MARCOS HONORATO DE OLIVEIRA (EXTERNO - Vice-coodernador), THALES NATAN RODRIGUES DE BESSA (DISCENTE - Colaborador), WELLINGTON ANDRADE DA SILVA (DOCENTE - Coordenador)",EM ANDAMENTO (Documentos Conferidos),31/12/2022,01/01/2022 a 01/01/2027,
PI05227-2021,FACULDADE DE ENGENHARIA DA UFCAT,RECUPERAÇÃO DE Ti E Nb DOS REJEITOS DA PRODUÇÃO DE Nb DO COMPLEXO ULTRAMÁFICO ALCALINO-CARBONATÍTICO DE CATALÃO/GO,"Engenharias - Engenharia de Minas - Tratamento de Minérios - Métodos de Concentração e Enriquecimento de Minérios, Engenharias - Engenharia de Minas - Tratamento de Minérios - Equipamentos de Beneficiamento de Minérios",Tipo de vínculo desconhecido,sim,não,"ANDRE CARLOS SILVA (DOCENTE - Coordenador), CARINA ULSEN (EXTERNO - Colaborador), ELENICE MARIA SCHONS SILVA (DOCENTE - Vice-coodernador), GABRIEL LIMA MATIAZO (DISCENTE - Colaborador), JULIANA LIVI ANTONIASSI (EXTERNO - Colaborador), LUÍS FELIPE SCHONS SILVA (DISCENTE - Colaborador), MAURICIO GUIMARAES BERGERMAN (EXTERNO - Colaborador), NILSON JOSE FERNANDES (DOCENTE - Colaborador), RAPHAEL SILVA TOMAZ (DISCENTE - Colaborador)",EM ANDAMENTO,06/04/2021,06/04/2021 a 30/09/2025,
